url,name,description
"magnet:?xt=urn:btih:48743f27da4726281eab081ef4faadd179d6fe4f&dn=Mad+Max+Trilogy%5B2007%5DDvDrip-aXXo&tr=udp%3A%2F%2Ftracker.openbittorrent.com%3A80&tr=udp%3A%2F%2Ftracker.publicbt.com%3A80&tr=udp%3A%2F%2Ftracker.istole.it%3A6969&tr=udp%3A%2F%2Ftracker.ccc.de%3A80&tr=udp%3A%2F%2Fopen.demonii.com%3A1337,/user/tapsi777",,
"magnet:?xt=urn:btih:e57735ae165956c7d7ac1d6a4ffd3a5349b01055&dn=Mad+Max+%281979%29+1080p+BrRip+x264+-+YIFY&tr=udp%3A%2F%2Ftracker.openbittorrent.com%3A80&tr=udp%3A%2F%2Ftracker.publicbt.com%3A80&tr=udp%3A%2F%2Ftracker.istole.it%3A6969&tr=udp%3A%2F%2Ftracker.ccc.de%3A80&tr=udp%3A%2F%2Fopen.demonii.com%3A1337,/user/YIFY",,
"magnet:?xt=urn:btih:196e63d5ccb5d6e2958566564f50bbf1d6f066ee&dn=Mad%2CMax.Trilogy.1979+-1985.1080p.BluRay.x264.anoXmous&tr=udp%3A%2F%2Ftracker.openbittorrent.com%3A80&tr=udp%3A%2F%2Ftracker.publicbt.com%3A80&tr=udp%3A%2F%2Ftracker.istole.it%3A6969&tr=udp%3A%2F%2Ftracker.ccc.de%3A80&tr=udp%3A%2F%2Fopen.demonii.com%3A1337,/user/[qusawa]",,
magnet:?xt=urn:btih:e21c421392a7634d5161ec171bdda8e0d35430e4&dn=Mad+Max+1%281979%29+BDrip+720p+Dublado+%2B+Legenda+dat2014&tr=udp%3A%2F%2Ftracker.openbittorrent.com%3A80&tr=udp%3A%2F%2Ftracker.publicbt.com%3A80&tr=udp%3A%2F%2Ftracker.istole.it%3A6969&tr=udp%3A%2F%2Ftracker.ccc.de%3A80&tr=udp%3A%2F%2Fopen.demonii.com%3A1337,,
"magnet:?xt=urn:btih:ebe70ca3debeaf660bb871c4a2e4e9bc0000a405&dn=Mad+Max+2+%281981%29+1080p+BrRip+x264+-+YIFY&tr=udp%3A%2F%2Ftracker.openbittorrent.com%3A80&tr=udp%3A%2F%2Ftracker.publicbt.com%3A80&tr=udp%3A%2F%2Ftracker.istole.it%3A6969&tr=udp%3A%2F%2Ftracker.ccc.de%3A80&tr=udp%3A%2F%2Fopen.demonii.com%3A1337,/user/YIFY",,
magnet:?xt=urn:btih:bea7786d63edfc25efa02f78aad86636c282bd69&dn=Mad+Max+2+-+A+Ca%26ccedil%3Bada+Continua...+%281981%29+BDrip+720p+Dublad&tr=udp%3A%2F%2Ftracker.openbittorrent.com%3A80&tr=udp%3A%2F%2Ftracker.publicbt.com%3A80&tr=udp%3A%2F%2Ftracker.istole.it%3A6969&tr=udp%3A%2F%2Ftracker.ccc.de%3A80&tr=udp%3A%2F%2Fopen.demonii.com%3A1337,,
magnet:?xt=urn:btih:92c07d9c31204b13253f9159e8253dee78984427&dn=Mad+Max+3+%281985%29+BDrip+1080p+Dublado+datljs2014&tr=udp%3A%2F%2Ftracker.openbittorrent.com%3A80&tr=udp%3A%2F%2Ftracker.publicbt.com%3A80&tr=udp%3A%2F%2Ftracker.istole.it%3A6969&tr=udp%3A%2F%2Ftracker.ccc.de%3A80&tr=udp%3A%2F%2Fopen.demonii.com%3A1337,,
"magnet:?xt=urn:btih:a56299f1806daa8f6d5fd65f92b31927bdec904b&dn=Mad+Max+2+%281981%29+720p+BrRip+x264+-+YIFY&tr=udp%3A%2F%2Ftracker.openbittorrent.com%3A80&tr=udp%3A%2F%2Ftracker.publicbt.com%3A80&tr=udp%3A%2F%2Ftracker.istole.it%3A6969&tr=udp%3A%2F%2Ftracker.ccc.de%3A80&tr=udp%3A%2F%2Fopen.demonii.com%3A1337,/user/YIFY",,
"magnet:?xt=urn:btih:c410511f16f5b8e4a7a8597b0ef88b13ab67da09&dn=Mad+Max+%281979%29+720p+BrRip+x264+-+YIFY&tr=udp%3A%2F%2Ftracker.openbittorrent.com%3A80&tr=udp%3A%2F%2Ftracker.publicbt.com%3A80&tr=udp%3A%2F%2Ftracker.istole.it%3A6969&tr=udp%3A%2F%2Ftracker.ccc.de%3A80&tr=udp%3A%2F%2Fopen.demonii.com%3A1337,/user/YIFY",,
"magnet:?xt=urn:btih:5d82b22654be3d767b7fea52d42a974ff2d58563&dn=Mad+Max+3+-+Beyond+Thunderdome+%281985%29+%28Mel+Gibson%29&tr=udp%3A%2F%2Ftracker.openbittorrent.com%3A80&tr=udp%3A%2F%2Ftracker.publicbt.com%3A80&tr=udp%3A%2F%2Ftracker.istole.it%3A6969&tr=udp%3A%2F%2Ftracker.ccc.de%3A80&tr=udp%3A%2F%2Fopen.demonii.com%3A1337,/user/JayRay",,
